journal,doi,title,authors,year,issns,supporting_cites,contrasting_cites,mentioning_cites,total_cites,scite_report_link
mind,10.1093/mind/os-xiii.51.405,THE KANTIAN CONCEPTION OF FREE WILL,"[{'author_name': 'Henry Sidgwick', 'author_slug': 'henry-sidgwick-Rape14', 'author_sequence_number': 1, 'affiliations': [None], 'affiliation_slugs': [None]}]",1888,"['0026-4423', '1460-2113']",0,0,7,7,https://scite.ai/reports/the-kantian-conception-of-free-Z540bd
mind,10.1093/mind/iv.13.74,V.—SIMPLE REACTIONS,"[{'author_name': 'E. B. Titchener', 'author_slug': 'e-b-titchener-wGO4we', 'author_sequence_number': 1, 'affiliations': [None], 'affiliation_slugs': [None]}]",1895,"['0026-4423', '1460-2113']",0,0,6,6,https://scite.ai/reports/v-simple-reactions-XaJQPA
mind,10.1093/mind/iii.9.26,II.—IMITATION: A CHAPTER IN THE NATURAL HISTORY OF CONSCIOUSNESS,"[{'author_name': 'J. Mark Baldwin', 'author_slug': 'j-mark-baldwin-A3NDryO', 'author_sequence_number': 1, 'affiliations': [None], 'affiliation_slugs': [None]}]",1894,"['0026-4423', '1460-2113']",0,0,6,6,https://scite.ai/reports/ii-imitation-a-chapter-in-the-Y5JEk3
mind,10.1093/mind/os-2.8.493,IV.—PHILOSOPHY IN GERMANY,"[{'author_name': 'W. Wundt', 'author_slug': 'w-wundt-DzzbMw', 'author_sequence_number': 1, 'affiliations': [None], 'affiliation_slugs': [None]}]",1877,"['0026-4423', '1460-2113']",0,0,5,6,https://scite.ai/reports/iv-philosophy-in-germany-n9yrNn
mind,10.1093/mind/ii.5.54,"IV.--""MODERN"" PSYCHOLOGY: A REFLEXION","[{'author_name': 'J. Ward', 'author_slug': 'j-ward-Q0g229', 'author_sequence_number': 1, 'affiliations': [None], 'affiliation_slugs': [None]}]",1893,"['0026-4423', '1460-2113']",0,0,6,6,https://scite.ai/reports/iv-modern-psychology-a-reflexion-EmdwVL
mind,10.1093/mind/os-ix.36.563,MIND AS A SOCIAL FACTOR,"[{'author_name': 'Lester F. Ward', 'author_slug': 'lester-f-ward-9Nl5RA', 'author_sequence_number': 1, 'affiliations': [None], 'affiliation_slugs': [None]}]",1884,"['0026-4423', '1460-2113']",0,0,6,6,https://scite.ai/reports/mind-as-a-social-factor-AAyEna
mind,10.1093/mind/iv.13.28,II.—ON THE DIFFERENCE OF TIME AND RHYTHM IN MUSIC,"[{'author_name': 'R. Wallaschek', 'author_slug': 'r-wallaschek-KLED91', 'author_sequence_number': 1, 'affiliations': [None], 'affiliation_slugs': [None]}]",1895,"['0026-4423', '1460-2113']",0,0,5,5,https://scite.ai/reports/ii-on-the-difference-of-time-V5VgEz
mind,10.1093/mind/os-1.1.82,VII.—PHILOSOPHY AT OXFORD,"[{'author_name': 'Mark Pattison', 'author_slug': 'mark-pattison-ajmRw9', 'author_sequence_number': 1, 'affiliations': [None], 'affiliation_slugs': [None]}]",1876,"['0026-4423', '1460-2113']",0,0,5,5,https://scite.ai/reports/vii-philosophy-at-oxford-W5JzeM
mind,10.1093/mind/os-ix.34.281,ABSOLUTISM AND EMPIRICISM,"[{'author_name': 'William James', 'author_slug': 'william-james-ApZVNEE', 'author_sequence_number': 1, 'affiliations': [None], 'affiliation_slugs': [None]}]",1884,"['0026-4423', '1460-2113']",0,0,5,5,https://scite.ai/reports/absolutism-and-empiricism-n9yr26
mind,10.1093/mind/os-xiii.50.308,DR. CATTELL ON “ELEMENTS OF PHYSIOLOGICAL PSYCHOLOGY”.,"[{'author_name': 'George W. Ladd', 'author_slug': 'george-w-ladd-y8vpPp', 'author_sequence_number': 1, 'affiliations': [None], 'affiliation_slugs': [None]}]",1888,"['0026-4423', '1460-2113']",0,0,5,5,https://scite.ai/reports/dr-cattell-on-elements-of-Jg2pM0
mind,10.1093/mind/ns-5.18.203,IV.--CHARACTER AND THE EMOTIONS,"[{'author_name': 'Alexander F. Shand', 'author_slug': 'alexander-f-shand-pLyyaQ', 'author_sequence_number': 1, 'affiliations': [None], 'affiliation_slugs': [None]}]",1896,"['0026-4423', '1460-2113']",0,0,5,5,https://scite.ai/reports/iv-character-and-the-emotions-AAyEg2
mind,10.1093/mind/os-2.5.38,IV.—KANT'S SPACE AND MODERN MATHEMATICS,"[{'author_name': 'Jan Pieter Nicolaas Land', 'author_slug': 'jan-pieter-nicolaas-land-E4YEEj', 'author_sequence_number': 1, 'affiliations': [None], 'affiliation_slugs': [None]}]",1877,"['0026-4423', '1460-2113']",0,0,5,5,https://scite.ai/reports/iv-kant-s-space-and-modern-mathematics-LQawXa
mind,10.1093/mind/os-1.2.161,II.—CENTRAL INNERVATION AND CONSCIOUSNESS,"[{'author_name': 'Wundt W', 'author_slug': 'wundt-w-DrybNP', 'author_sequence_number': 1, 'affiliations': [None], 'affiliation_slugs': [None]}]",1876,"['0026-4423', '1460-2113']",0,0,3,4,https://scite.ai/reports/ii-central-innervation-and-consciousness-Y5JMGx
mind,10.1093/mind/os-4.13.106,THE ESTABLISHMENT OF ETHICAL FIRST PRINCIPLES,"[{'author_name': 'Henry Sidgwick', 'author_slug': 'henry-sidgwick-Rape14', 'author_sequence_number': 1, 'affiliations': [None], 'affiliation_slugs': [None]}]",1879,"['0026-4423', '1460-2113']",0,0,4,4,https://scite.ai/reports/the-establishment-of-ethical-first-8y5Mb2
mind,10.1093/mind/ns-5.18.145,I.--THE CONCEPTION OF IMMORTALITY IN SPINOZA'S ETHICS,"[{'author_name': 'A. E. Taylor', 'author_slug': 'a-e-taylor-pKJwne', 'author_sequence_number': 1, 'affiliations': [None], 'affiliation_slugs': [None]}]",1896,"['0026-4423', '1460-2113']",0,0,4,4,https://scite.ai/reports/i-the-conception-of-immortality-in-98yvzz
mind,10.1093/mind/os-ix.33.27,II.—LIFE AND MECHANISM1,"[{'author_name': 'J. S. Haldane', 'author_slug': 'j-s-haldane-L6rn3E', 'author_sequence_number': 1, 'affiliations': [None], 'affiliation_slugs': [None]}]",1884,"['0026-4423', '1460-2113']",0,0,4,4,https://scite.ai/reports/ii-life-and-mechanism-sup-1-sup-x01zzM
mind,10.1093/mind/os-2.6.156,II.—CONSCIOUSNESS AND UNCONSCIOUSNESS,"[{'author_name': 'George Henry Lewes', 'author_slug': 'george-henry-lewes-w21pme', 'author_sequence_number': 1, 'affiliations': [None], 'affiliation_slugs': [None]}]",1877,"['0026-4423', '1460-2113']",0,0,3,3,https://scite.ai/reports/ii-consciousness-and-unconsciousness-W5Jz15
mind,10.1093/mind/vi.1.59,IV.—AN ATTEMPT AT A PSYCHOLOGY OF INSTINCT,"[{'author_name': 'Alice Julia Hamlin', 'author_slug': 'alice-julia-hamlin-8MAM29', 'author_sequence_number': 1, 'affiliations': [None], 'affiliation_slugs': [None]}]",1897,"['0026-4423', '1460-2113']",0,0,3,3,https://scite.ai/reports/iv-an-attempt-at-a-psychology-5EmvrZ
mind,10.1093/mind/os-vii.25.1,I.—CAN THERE BE A NATURAL SCIENCE OF MAN ?,"[{'author_name': 'T. H. GREEN', 'author_slug': 't-h-green-OMy5bV6', 'author_sequence_number': 1, 'affiliations': [None], 'affiliation_slugs': [None]}]",1882,"['0026-4423', '1460-2113']",0,0,3,3,https://scite.ai/reports/i-can-there-be-a-natural-n9yrek
mind,10.1093/mind/v.20.523,V.--Consciousness and Biological Evolution. (II.),"[{'author_name': 'Marshall, H. R.', 'author_slug': 'marshall-h-r-eKY40O6', 'author_sequence_number': 1, 'affiliations': [None], 'affiliation_slugs': [None]}]",1896,"['0026-4423', '1460-2113']",0,0,3,3,https://scite.ai/reports/v-consciousness-and-biological-evolution-ii-ODdPLA
mind,10.1093/mind/os-1.4.452,II.—AN ATTEMPT TO INTERPRET FECHNER'S LAW,"[{'author_name': 'James Ward', 'author_slug': 'james-ward-L0ArKl', 'author_sequence_number': 1, 'affiliations': [None], 'affiliation_slugs': [None]}]",1876,"['0026-4423', '1460-2113']",0,0,2,3,https://scite.ai/reports/ii-an-attempt-to-interpret-fechner-s-MEmrWk
mind,10.1093/mind/os-xiii.51.468,ARISTOTLE IN JEWISH PHILOSOPHY,"[{'author_name': 'I. Abrahams', 'author_slug': 'i-abrahams-emW3yp', 'author_sequence_number': 1, 'affiliations': [None], 'affiliation_slugs': [None]}]",1888,"['0026-4423', '1460-2113']",0,0,2,3,https://scite.ai/reports/aristotle-in-jewish-philosophy-Y5Je4G
mind,10.1093/mind/viii.4.467,III.--PHILOSOPHICAL TERMINOLOGY (II.).,"[{'author_name': 'Ferdinand Tonnies', 'author_slug': 'ferdinand-tonnies-bDG4bW', 'author_sequence_number': 1, 'affiliations': [None], 'affiliation_slugs': [None]}]",1899,"['0026-4423', '1460-2113']",0,0,3,3,https://scite.ai/reports/iii-philosophical-terminology-ii-e5kJJr
mind,10.1093/mind/os-v.20.564,MR. GALTON'S STATISTICS OF MENTAL IMAGERY,"[{'author_name': 'A. Bain', 'author_slug': 'a-bain-zY3bzQ', 'author_sequence_number': 1, 'affiliations': [None], 'affiliation_slugs': [None]}]",1880,"['0026-4423', '1460-2113']",0,0,3,3,https://scite.ai/reports/mr-galton-s-statistics-of-mental-XaJY9y
mind,10.1093/mind/os-12.48.601,CRITICAL NOTICES,"[{'author_name': 'Thomas J. Whittaker', 'author_slug': 'thomas-j-whittaker-Xg9EZl', 'author_sequence_number': 1, 'affiliations': [None], 'affiliation_slugs': [None]}]",1887,"['0026-4423', '1460-2113']",0,0,2,3,https://scite.ai/reports/critical-notices-MEmrOX
mind,10.1093/mind/os-1.2.235,VII.—PHILOSOPHY AT CAMBRIDGE,"[{'author_name': 'Henry Sidgwick', 'author_slug': 'henry-sidgwick-Rape14', 'author_sequence_number': 1, 'affiliations': [None], 'affiliation_slugs': [None]}]",1876,"['0026-4423', '1460-2113']",0,0,3,3,https://scite.ai/reports/vii-philosophy-at-cambridge-00e3mr
mind,10.1093/mind/v.1.24,"II.—SENSE, MEANING AND INTERPRETATION. (I)","[{'author_name': 'V. Welby', 'author_slug': 'v-welby-DOWrXw', 'author_sequence_number': 1, 'affiliations': [None], 'affiliation_slugs': [None]}]",1896,"['0026-4423', '1460-2113']",0,0,2,2,https://scite.ai/reports/ii-sense-meaning-and-interpretation-i-Y5JeLL
mind,10.1093/mind/os-xi.42.153,I.—PSYCHOLOGY AS PHILOSOPHIC METHOD,"[{'author_name': 'John Dewey', 'author_slug': 'john-dewey-ANKeM3', 'author_sequence_number': 1, 'affiliations': [None], 'affiliation_slugs': [None]}]",1886,"['0026-4423', '1460-2113']",0,0,2,2,https://scite.ai/reports/i-psychology-as-philosophic-method-98yGnk
mind,10.1093/mind/os-xi.41.76,MR. MERCIER'S CLASSIFICATION OF FEELINGS,"[{'author_name': 'Carveth Read', 'author_slug': 'carveth-read-Y0QlrG', 'author_sequence_number': 1, 'affiliations': [None], 'affiliation_slugs': [None]}]",1886,"['0026-4423', '1460-2113']",0,0,2,2,https://scite.ai/reports/mr-mercier-s-classification-of-feelings-XaJ6Nk
mind,10.1093/mind/xiv.53.27,II.—THE EVOLUTION OF MORALITY,"[{'author_name': 'James Seth', 'author_slug': 'james-seth-2eKKjL', 'author_sequence_number': 1, 'affiliations': [None], 'affiliation_slugs': [None]}]",1889,"['0026-4423', '1460-2113']",0,0,1,2,https://scite.ai/reports/ii-the-evolution-of-morality-Emd9Lj
mind,10.1093/mind/iii.12.509,V.—ASSIMILATION AND ASSOCIATION. (II),"[{'author_name': 'James Ward', 'author_slug': 'james-ward-L0ArKl', 'author_sequence_number': 1, 'affiliations': [None], 'affiliation_slugs': [None]}]",1894,"['0026-4423', '1460-2113']",0,0,2,2,https://scite.ai/reports/v-assimilation-and-association-ii-1GmMmE
mind,10.1093/mind/ix.36.319,III.—VITALISM: A BRIEF HISTORICAL AND CRITICAL REVIEW (II.),"[{'author_name': 'Charles E. Myers', 'author_slug': 'charles-e-myers-kYbeYw', 'author_sequence_number': 1, 'affiliations': [None], 'affiliation_slugs': [None]}]",1900,"['0026-4423', '1460-2113']",0,0,2,2,https://scite.ai/reports/iii-vitalism-a-brief-historical-and-zgADNE
mind,10.1093/mind/os-1.2.289,BRENTANO'S LOGICAL INNOVATIONS,"[{'author_name': 'J. P. N. Land', 'author_slug': 'j-p-n-land-bQ3bxp', 'author_sequence_number': 1, 'affiliations': [None], 'affiliation_slugs': [None]}]",1876,"['0026-4423', '1460-2113']",0,0,2,2,https://scite.ai/reports/brentano-s-logical-innovations-5EmAlZ
mind,10.1093/mind/ii.7.363,THE ORIGINAL DATUM OF SPACE-CONSCIOUSNESS,"[{'author_name': 'William James', 'author_slug': 'william-james-QmbvQz', 'author_sequence_number': 1, 'affiliations': [None], 'affiliation_slugs': [None]}]",1893,"['0026-4423', '1460-2113']",0,0,2,2,https://scite.ai/reports/the-original-datum-of-space-consciousness-we9QXa
mind,10.1093/mind/os-x.37.1,I.—A CLASSIFICATION OF FEELINGS.,"[{'author_name': 'Charles Mercier', 'author_slug': 'charles-mercier-WllwLM', 'author_sequence_number': 1, 'affiliations': [None], 'affiliation_slugs': [None]}]",1885,"['0026-4423', '1460-2113']",0,0,2,2,https://scite.ai/reports/i-a-classification-of-feelings-4QbMYw
mind,10.1093/mind/os-xi.41.20,"II.—MEISTER ECKEHART, THE MYSTIC","[{'author_name': 'Karl Pearson', 'author_slug': 'karl-pearson-Rl92yW', 'author_sequence_number': 1, 'affiliations': [None], 'affiliation_slugs': [None]}]",1886,"['0026-4423', '1460-2113']",0,0,2,2,https://scite.ai/reports/ii-meister-eckehart-the-mystic-KbnZVJ
mind,10.1093/mind/iii.11.289,I.—MEDIATE ASSOCIATION,"[{'author_name': 'Wesley H Smith', 'author_slug': 'wesley-h-smith-8pnK4P3', 'author_sequence_number': 1, 'affiliations': [None], 'affiliation_slugs': [None]}]",1894,"['0026-4423', '1460-2113']",0,0,1,2,https://scite.ai/reports/i-mediate-association-Z54d4n
mind,10.1093/mind/ii.5.95,PROF. WUNDT ON HYPNOTISM AND SUGGESTION,"[{'author_name': 'Frederic William Henry Myers', 'author_slug': 'frederic-william-henry-myers-P1am8ZK', 'author_sequence_number': 1, 'affiliations': [None], 'affiliation_slugs': [None]}]",1893,"['0026-4423', '1460-2113']",0,0,2,2,https://scite.ai/reports/prof-wundt-on-hypnotism-and-8y5bD9
mind,10.1093/mind/os-ix.36.509,II.—A CLASSIFICATION OF FEELINGS,"[{'author_name': 'Charles Mercier', 'author_slug': 'charles-mercier-WllwLM', 'author_sequence_number': 1, 'affiliations': [None], 'affiliation_slugs': [None]}]",1884,"['0026-4423', '1460-2113']",0,0,2,2,https://scite.ai/reports/ii-a-classification-of-feelings-98yv5E
mind,10.1093/mind/ix.36.389,IX.–CRITICAL NOTICES,"[{'author_name': 'W. R. Boyce Gibson', 'author_slug': 'w-r-boyce-gibson-EjLzyW', 'author_sequence_number': 1, 'affiliations': [None], 'affiliation_slugs': [None]}]",1900,"['0026-4423', '1460-2113']",0,0,2,2,https://scite.ai/reports/ix-critical-notices-00eY20
mind,10.1093/mind/ii.5.83,V. --DISCUSSIONS: ON PROFESSOR JAMES' DOCTRINE OF SIMPLE RESEMBLANCE,"[{'author_name': 'F. H. Bradley', 'author_slug': 'f-h-bradley-j0D1Ry', 'author_sequence_number': 1, 'affiliations': [None], 'affiliation_slugs': [None]}]",1893,"['0026-4423', '1460-2113']",0,0,2,2,https://scite.ai/reports/v-discussions-on-professor-james-d5JmLy
mind,10.1093/mind/os-4.15.317,II.—THE SENTIMENT OF RATIONALITY,"[{'author_name': 'Prince James', 'author_slug': 'prince-james-dK2evd', 'author_sequence_number': 1, 'author_orcid': '0000-0002-7347-5723', 'affiliations': [None], 'affiliation_slugs': [None]}]",1879,"['0026-4423', '1460-2113']",0,0,2,2,https://scite.ai/reports/ii-the-sentiment-of-rationality-b5JEDW
mind,10.1093/mind/iv.14.195,V.—ON THE RELATION OF ACCOMMODATION AND CONVERGENCE TO OUR SENSE OF DEPTH,"[{'author_name': 'E. T. Dixon', 'author_slug': 'e-t-dixon-8xAxeO', 'author_sequence_number': 1, 'affiliations': [None], 'affiliation_slugs': [None]}]",1895,"['0026-4423', '1460-2113']",0,0,2,2,https://scite.ai/reports/v-on-the-relation-of-accommodation-AAykgQ
mind,10.1093/mind/os-xi.41.66,FEELING AND EMOTION,"[{'author_name': 'Henry Morton Stanley', 'author_slug': 'henry-morton-stanley-ENEK41k', 'author_sequence_number': 1, 'affiliations': [None], 'affiliation_slugs': [None]}]",1886,"['0026-4423', '1460-2113']",0,0,2,2,https://scite.ai/reports/feeling-and-emotion-LQa2la
mind,10.1093/mind/os-xiii.52.527,III.—DEFINITION AND DEMARCATION OF THE SUBJECT-SCIENCES,"[{'author_name': 'A. Bain', 'author_slug': 'a-bain-G1jQz6', 'author_sequence_number': 1, 'affiliations': [None], 'affiliation_slugs': [None]}]",1888,"['0026-4423', '1460-2113']",0,0,2,2,https://scite.ai/reports/iii-definition-and-demarcation-of-the-e5kJvm
mind,10.1093/mind/os-viii.31.402,MIND AND BODY,"[{'author_name': 'Allison C. Bain', 'author_slug': 'allison-c-bain-p8X0yAQ', 'author_sequence_number': 1, 'affiliations': [None], 'affiliation_slugs': [None]}]",1883,"['0026-4423', '1460-2113']",0,0,2,2,https://scite.ai/reports/mind-and-body-RxdWV3
mind,10.1093/mind/os-xv.58.260,IS THERE AN A PRIORI KNOWLEDGE?,"[{'author_name': 'J. Solomon', 'author_slug': 'j-solomon-vXpgOQ2', 'author_sequence_number': 1, 'affiliations': [None], 'affiliation_slugs': [None]}]",1890,"['0026-4423', '1460-2113']",0,0,1,1,https://scite.ai/reports/is-there-an-i-a-priori-i-98yGyr
mind,10.1093/mind/vii.26.219,V.—MANDEVILLE'S PLACE IN ENGLISH THOUGHT,"[{'author_name': 'Norman Wilde', 'author_slug': 'norman-wilde-lkGvwL', 'author_sequence_number': 1, 'affiliations': [None], 'affiliation_slugs': [None]}]",1898,"['0026-4423', '1460-2113']",0,0,0,1,https://scite.ai/reports/v-mandeville-s-place-in-english-thought-5Emvp2
mind,10.1093/mind/os-x.39.377,"IV.—SPACE AND TOUCH, H.","[{'author_name': 'Edmund Montgomery', 'author_slug': 'edmund-montgomery-bzMgl1', 'author_sequence_number': 1, 'affiliations': [None], 'affiliation_slugs': [None]}]",1885,"['0026-4423', '1460-2113']",0,0,1,1,https://scite.ai/reports/iv-space-and-touch-h-aZJD8p
mind,10.1093/mind/iv.13.92,THE PHYSICAL BASIS OF EMOTION. A REPLY,"[{'author_name': 'David Irons', 'author_slug': 'david-irons-vnYxVZ', 'author_sequence_number': 1, 'affiliations': [None], 'affiliation_slugs': [None]}]",1895,"['0026-4423', '1460-2113']",0,0,1,1,https://scite.ai/reports/the-physical-basis-of-emotion-mPEzWz
mind,10.1093/mind/vi.4.567,VIII.—NEW BOOKS,"[{'author_name': 'T. W. LEVIN', 'author_slug': 't-w-levin-RMdLQz4', 'author_sequence_number': 1, 'affiliations': [None], 'affiliation_slugs': [None]}]",1897,"['0026-4423', '1460-2113']",0,0,1,1,https://scite.ai/reports/viii-new-books-W5Jv1Q
mind,10.1093/mind/os-2.6.167,III.—THE ‘SUPPRESSION’ OF EGOISM,"[{'author_name': 'Alfred Barratt', 'author_slug': 'alfred-barratt-R8L91G', 'author_sequence_number': 1, 'affiliations': [None], 'affiliation_slugs': [None]}]",1877,"['0026-4423', '1460-2113']",0,0,1,1,https://scite.ai/reports/iii-the-suppression-of-egoism-AAyEXL
mind,10.1093/mind/os-3.10.225,V.—PHILOSOPHY IN EDUCATION: I,"[{'author_name': 'J. A. Stewart', 'author_slug': 'j-a-stewart-a0EkPv', 'author_sequence_number': 1, 'affiliations': [None], 'affiliation_slugs': [None]}]",1878,"['0026-4423', '1460-2113']",0,0,1,1,https://scite.ai/reports/v-philosophy-in-education-i-98yv1G
mind,10.1093/mind/ns-5.18.236,THE 'TYPE-THEORY' OF THE SIMPLE REACTION,"[{'author_name': 'Edward Bradford Titchener', 'author_slug': 'edward-bradford-titchener-r8QXVd6', 'author_sequence_number': 1, 'affiliations': [None], 'affiliation_slugs': [None]}]",1896,"['0026-4423', '1460-2113']",0,0,1,1,https://scite.ai/reports/the-type-theory-of-the-simple-Y5JM9L
mind,10.1093/mind/ii.5.42,III.--THE RESPECTIVE SPHERES AND MUTUAL HELPS OF INTROSPECTION AND PSYCHO-PHYSICAL EXPERIMENT IN PSYCHOLOGY,"[{'author_name': 'Alexander Bain', 'author_slug': 'alexander-bain-r8DNk2A', 'author_sequence_number': 1, 'affiliations': [None], 'affiliation_slugs': [None]}]",1893,"['0026-4423', '1460-2113']",0,0,1,1,https://scite.ai/reports/iii-the-respective-spheres-and-mutual-Q8Vvz8
mind,10.1093/mind/os-3.12.433,I.—THE MUSCULAR PERCEPTION OF SPACE,"[{'author_name': 'G. Stanley Hall', 'author_slug': 'g-stanley-hall-Z3l0Jg', 'author_sequence_number': 1, 'affiliations': [None], 'affiliation_slugs': [None]}]",1878,"['0026-4423', '1460-2113']",0,0,1,1,https://scite.ai/reports/i-the-muscular-perception-of-space-V5VAPz
mind,10.1093/mind/os-xi.44.495,III.—HEGEL'S CONCEPTION OF NATURE1,"[{'author_name': 'Stephen I. Alexander', 'author_slug': 'stephen-i-alexander-LVDbPEa', 'author_sequence_number': 1, 'affiliations': [None], 'affiliation_slugs': [None]}]",1886,"['0026-4423', '1460-2113']",0,0,1,1,https://scite.ai/reports/iii-hegel-s-conception-of-nature-sup-1-sup-jn2wkO
mind,10.1093/mind/vii.25.34,III.—ON THE LOGICAL SUBJECT OF THE PROPOSITION1,"[{'author_name': 'E. C. Benecke', 'author_slug': 'e-c-benecke-Len5wQ', 'author_sequence_number': 1, 'affiliations': [None], 'affiliation_slugs': [None]}]",1898,"['0026-4423', '1460-2113']",0,0,1,1,https://scite.ai/reports/iii-on-the-logical-subject-of-Q8V1Nz
mind,10.1093/mind/vi.2.287,THE LATE PROFESSOR WALLACE,"[{'author_name': 'Bernard Bosanquet', 'author_slug': 'bernard-bosanquet-M88GX', 'author_sequence_number': 1, 'affiliations': [None], 'affiliation_slugs': [None]}]",1897,"['0026-4423', '1460-2113']",0,0,1,1,https://scite.ai/reports/the-late-professor-wallace-Emd5ZW
mind,10.1093/mind/ii.7.347,V. --ASSIMILATION AND ASSOCIATION. (I.),"[{'author_name': 'J. WARD', 'author_slug': 'j-ward-WxZYbxN', 'author_sequence_number': 1, 'affiliations': [None], 'affiliation_slugs': [None]}]",1893,"['0026-4423', '1460-2113']",0,0,1,1,https://scite.ai/reports/v-assimilation-and-association-i-NdRz0e
mind,10.1093/mind/ii.8.490,V.--TIME AND THE HEGELIAN DIALECTIC. (I.),"[{'author_name': 'J. Ellis McTaggart', 'author_slug': 'j-ellis-mctaggart-zk3wOE', 'author_sequence_number': 1, 'affiliations': [None], 'affiliation_slugs': [None]}]",1893,"['0026-4423', '1460-2113']",0,0,1,1,https://scite.ai/reports/v-time-and-the-hegelian-dialectic-00eYxP
mind,10.1093/mind/iv.14.236,ON THE DIFFERENCE OF TIME AND RHYTHM IN MUSIC,"[{'author_name': 'E. T. Dixon', 'author_slug': 'e-t-dixon-1eGvzM', 'author_sequence_number': 1, 'affiliations': [None], 'affiliation_slugs': [None]}]",1895,"['0026-4423', '1460-2113']",0,0,1,1,https://scite.ai/reports/on-the-difference-of-time-MEmAMd
mind,10.1093/mind/os-x.38.200,II. —PROFESSOR SIDGWICK'S UTILITARIANISM,"[{'author_name': 'Hastings Rashdall', 'author_slug': 'hastings-rashdall-zE6EEQ', 'author_sequence_number': 1, 'affiliations': [None], 'affiliation_slugs': [None]}]",1885,"['0026-4423', '1460-2113']",0,0,0,1,https://scite.ai/reports/ii-professor-sidgwick-s-utilitarianism-Z540yr
mind,10.1093/mind/os-12.46.314a,On a Feature of Active Attention,"[{'author_name': 'F. H. BRADLEY', 'author_slug': 'f-h-bradley-NmMvZag', 'author_sequence_number': 1, 'affiliations': [None], 'affiliation_slugs': [None]}]",1887,"['1460-2113', '0026-4423']",0,0,1,1,https://scite.ai/reports/on-a-feature-of-active-RxdPxW
mind,10.1093/mind/os-1.2.179,III.—MR. SIDGWICK'S METHODS OF ETHICS,"[{'author_name': 'A. Bain', 'author_slug': 'a-bain-Q3RMPJ', 'author_sequence_number': 1, 'affiliations': [None], 'affiliation_slugs': [None]}]",1876,"['0026-4423', '1460-2113']",0,0,1,1,https://scite.ai/reports/iii-mr-sidgwick-s-i-methods-of-ethics-i-MEmrPk
mind,10.1093/mind/xiv.56.473,I.—SOME FUNDAMENTAL ETHICAL CONTROVERSIES,"[{'author_name': 'Henry Sidgwick', 'author_slug': 'henry-sidgwick-Rape14', 'author_sequence_number': 1, 'affiliations': [None], 'affiliation_slugs': [None]}]",1889,"['0026-4423', '1460-2113']",0,0,1,1,https://scite.ai/reports/i-some-fundamental-ethical-controversies-3bgDJK
mind,10.1093/mind/1.3.403,"FEELING, BELIEF, AND JUDGMENT","[{'author_name': 'J. Mark Baldwin', 'author_slug': 'j-mark-baldwin-A3NDryO', 'author_sequence_number': 1, 'affiliations': [None], 'affiliation_slugs': [None]}]",1892,"['0026-4423', '1460-2113']",0,0,1,1,https://scite.ai/reports/feeling-belief-and-judgment-e5kdJ2
mind,10.1093/mind/os-12.46.161,I—ON ‘ ASSOCIATION’-CONTROVERSIES,"[{'author_name': 'A. Bain', 'author_slug': 'a-bain-el2dZZ', 'author_sequence_number': 1, 'affiliations': [None], 'affiliation_slugs': [None]}]",1887,"['0026-4423', '1460-2113']",0,0,1,1,https://scite.ai/reports/i-on-association-controversies-00e3vA
mind,10.1093/mind/vi.4.536,ARISTOTLE'S EXPLANATION OF AKPAΣIA,"[{'author_name': 'David George Ritchie', 'author_slug': 'david-george-ritchie-RLMmlp', 'author_sequence_number': 1, 'affiliations': [None], 'affiliation_slugs': [None]}]",1897,"['0026-4423', '1460-2113']",0,0,0,1,https://scite.ai/reports/aristotle-s-explanation-of-akpaσia-v6PzM2
mind,10.1093/mind/os-ix.35.406,FREE-WILL—OBSERVATIONS AND INFERENCES,"[{'author_name': 'Francis Galton', 'author_slug': 'francis-galton-ykAXp', 'author_sequence_number': 1, 'affiliations': [None], 'affiliation_slugs': [None]}]",1884,"['0026-4423', '1460-2113']",0,0,1,1,https://scite.ai/reports/free-will-observations-and-inferences-b5JEyr
mind,10.1093/mind/iii.12.474,"III.—PSYCHOLOGY, EPISTEMOLOGY, ONTOLOGY, COMPARED AND DISTINGUISHED","[{'author_name': 'S. H. Mellone', 'author_slug': 's-h-mellone-Y0e6OE', 'author_sequence_number': 1, 'affiliations': [None], 'affiliation_slugs': [None]}]",1894,"['0026-4423', '1460-2113']",0,0,1,1,https://scite.ai/reports/iii-psychology-epistemology-ontology-compared-and-PyJMJ2
mind,10.1093/mind/ns-5.18.186,"III.--SENSE, MEANING AND INTERPRETATION. (II.)","[{'author_name': 'Victoria Lady Welby', 'author_slug': 'victoria-lady-welby-3aKXGA', 'author_sequence_number': 1, 'affiliations': [None], 'affiliation_slugs': [None]}]",1896,"['0026-4423', '1460-2113']",0,0,1,1,https://scite.ai/reports/iii-sense-meaning-and-interpretation-ii-W5Jz3g
mind,10.1093/mind/os-vi.23.301,I.—THE HISTORY OF THE WORD ‘MIND’,"[{'author_name': 'J. Earle', 'author_slug': 'j-earle-X4G0ry', 'author_sequence_number': 1, 'affiliations': [None], 'affiliation_slugs': [None]}]",1881,"['0026-4423', '1460-2113']",0,0,1,1,https://scite.ai/reports/i-the-history-of-the-word-x01zZ3
